Year,Code,Major,College,CollegeID,C_P,Program,Male,Female,SUM,Ratio
100,480109,資訊管理學系,管理學院,4,管理學院學士班,Bachelor,33,17,50,34
98,340302,工商管理學系科技管理組,管理學院,4,管理學院學士班,Bachelor,33,16,49,32.65306122
98,480109,資訊管理學系,管理學院,4,管理學院學士班,Bachelor,38,18,56,32.14285714
97,480109,資訊管理學系,管理學院,4,管理學院學士班,Bachelor,49,22,71,30.98591549
105,480109,資訊管理學系,管理學院,4,管理學院學士班,Bachelor,33,14,47,29.78723404
104,480109,資訊管理學系,管理學院,4,管理學院學士班,Bachelor,37,15,52,28.84615385
102,480109,資訊管理學系,管理學院,4,管理學院學士班,Bachelor,38,12,50,24
105,340302,工商管理學系科技管理組,管理學院,4,管理學院學士班,Bachelor,32,10,42,23.80952381
103,480109,資訊管理學系,管理學院,4,管理學院學士班,Bachelor,36,11,47,23.40425532
102,349939,管理學院財務金融組,管理學院,4,管理學院碩士班,Master,8,21,29,72.4137931
104,340201,會計學系,管理學院,4,管理學院碩士班,Master,17,36,53,67.9245283
99,340201,會計學系,管理學院,4,管理學院碩士班,Master,15,31,46,67.39130435
97,340201,會計學系,管理學院,4,管理學院碩士班,Master,16,31,47,65.95744681
103,340201,會計學系,管理學院,4,管理學院碩士班,Master,18,34,52,65.38461538
98,340201,會計學系,管理學院,4,管理學院碩士班,Master,17,30,47,63.82978723
98,340307,國際企業學系,管理學院,4,管理學院碩士班,Master,21,35,56,62.5
100,480109,資訊管理學系,管理學院,4,管理學院碩士班,Master,18,28,46,60.86956522
99,340101,商學研究所,管理學院,4,管理學院碩士班,Master,22,33,55,60
105,340101,商學研究所,管理學院,4,管理學院碩士班,Master,27,38,65,58.46153846
99,480109,資訊管理學系,管理學院,4,管理學院碩士班,Master,20,27,47,57.44680851
101,340201,會計學系,管理學院,4,管理學院碩士班,Master,21,28,49,57.14285714
104,349939,管理學院企業管理碩士專班,管理學院,4,管理學院碩士班,Master,20,25,45,55.55555556
101,340101,商學研究所,管理學院,4,管理學院碩士班,Master,27,33,60,55
